"english","sourceNo","sourceWord","mode"
"supplies","300847","surprise","Listening"
"believe ~","300848","be surprised at ~","ChoicesJaEn"
"choose ~","300848","be surprised at ~","ChoicesJaEn"
"be excited about ~","300848","be surprised at ~","Listening"
"index finger","300849","thumb","ChoicesJaEn"
"middle finger","300849","thumb","ChoicesJaEn"
"ring finger","300849","thumb","ChoicesJaEn"
"little finger","300849","thumb","ChoicesJaEn"
"thump","300849","thumb","Listening"
"invite ~","300851","cheer for ~","ChoicesJaEn"
"carry ~","300851","cheer for ~","ChoicesJaEn"
"choose ~","300851","cheer for ~","ChoicesJaEn"
"wash ~","300851","cheer for ~","ChoicesJaEn"
"care for ~","300851","cheer for ~","Listening"
"invite A","300855","guide A to B","ChoicesJaEn"
"help A","300855","guide A to B","ChoicesJaEn"
"wait for A","300855","guide A to B","ChoicesJaEn"
"carry A","300855","guide A to B","ChoicesJaEn"
"send A to B","300855","guide A to B","Listening"
"lead A to B","300855","guide A to B","Listening"
"take A from B","300855","guide A to B","Listening"
"lead","300855","guide A to B","Synonym"
"eagerness","300856","illness","Listening"
"invite","300856","illness","Listening"
"sickness","300856","illness","Synonym"
"etch","300857","edge","Listening"
"promise","300859","signal","ChoicesJaEn"
"Stand up.","300860","Have a seat.","ChoicesJaEn"
"Wait.","300860","Have a seat.","ChoicesJaEn"
"Come in.","300860","Have a seat.","ChoicesJaEn"
"Hurry.","300860","Have a seat.","ChoicesJaEn"
"Have a snack.","300860","Have a seat.","Listening"
"Take a seat.","300860","Have a seat.","Listening"
"Have a sip.","300860","Have a seat.","Listening"
"Have a map.","300860","Have a seat.","Listening"
"take a seat","300860","Have a seat.","Synonym"
"reach","300861","fit","ChoicesJaEn"
"hit","300861","fit","Listening"
"feet","300861","fit","Listening"
"fill","300861","fit","Listening"
"promise","300862","dream","ChoicesJaEn"
"inside","300864","insect","Listening"
"invite","300864","insect","Listening"
"manor","300866","minor","Listening"
"shot","300867","pill","ChoicesJaEn"
"pin","300867","pill","Listening"
"peel","300867","pill","Listening"
"fill","300867","pill","Listening"
"arrow","300869","narrow","Listening"
"stupid","300871","clever","Antonym"
"flag","300872","flat","Listening"
"sock","300873","silk","Listening"
"dishes","300874","furniture","ChoicesJaEn"
"clothing","300874","furniture","ChoicesJaEn"
"stationery","300874","furniture","ChoicesJaEn"
"tools","300874","furniture","ChoicesJaEn"
"jungle","300875","gentle","Listening"
"surround A with B","300878","cover A with B","ChoicesJaEn"
"color A with B","300878","cover A with B","Listening"
"be surrounded by ~","300879","be covered with ~","ChoicesJaEn"
"be connected to ~","300879","be covered with ~","ChoicesJaEn"
"be far from ~","300879","be covered with ~","ChoicesJaEn"
"be colored with ~","300879","be covered with ~","Listening"
"be close to ~","300879","be covered with ~","Listening"
"be compared with ~","300879","be covered with ~","Listening"
"speed","300882","distance","ChoicesJaEn"
"body","300885","soul","ChoicesJaEn"
"sold","300885","soul","Listening"
"witch","300886","ghost","ChoicesJaEn"
"goat","300886","ghost","Listening"
"collect A","300887","divide A into B","ChoicesJaEn"
"carry A","300887","divide A into B","ChoicesJaEn"
"choose A","300887","divide A into B","ChoicesJaEn"
"wash A","300887","divide A into B","ChoicesJaEn"
"decide on A","300887","divide A into B","Listening"
"design A for B","300887","divide A into B","Listening"
"deliver A to B","300887","divide A into B","Listening"
"describe A to B","300887","divide A into B","Listening"
"referee","300889","spectator","ChoicesJaEn"
"guide","300889","spectator","ChoicesJaEn"
"skater","300889","spectator","Listening"
"viewer","300889","spectator","Synonym"
"clean ~ up","300891","set ~ up","ChoicesJaEn"
"carry ~","300891","set ~ up","ChoicesJaEn"
"break ~","300891","set ~ up","ChoicesJaEn"
"choose ~","300891","set ~ up","ChoicesJaEn"
"send ~ out","300891","set ~ up","Listening"
"get out","300891","set ~ up","Listening"
"take down","300891","set ~ up","Antonym"
"citation","300892","situation","Listening"
"help ~","300893","keep in touch with ~","ChoicesJaEn"
"give up ~","300893","keep in touch with ~","ChoicesJaEn"
"be careful with ~","300893","keep in touch with ~","ChoicesJaEn"
"hurry ~","300893","keep in touch with ~","ChoicesJaEn"
"get in touch with ~","300893","keep in touch with ~","Listening"
"get along with ~","300893","keep in touch with ~","Listening"
"catch up with ~","300893","keep in touch with ~","Listening"
"play outside","300894","sick in bed","ChoicesJaEn"
"get up early","300894","sick in bed","ChoicesJaEn"
"sit in bed","300894","sick in bed","Listening"
"sleep in bed","300894","sick in bed","Listening"
"six in bed","300894","sick in bed","Listening"
"sick and sad","300894","sick in bed","Listening"
"pass ~","300897","keep up with ~","ChoicesJaEn"
"give up ~","300897","keep up with ~","ChoicesJaEn"
"clean ~ up","300897","keep up with ~","ChoicesJaEn"
"find ~","300897","keep up with ~","ChoicesJaEn"
"come up with ~","300897","keep up with ~","Listening"
"get along with ~","300897","keep up with ~","Listening"
"walk away from ~","300897","keep up with ~","Listening"
"borrow from ~","300898","rob ~","ChoicesJaEn"
"hide ~","300898","rob ~","ChoicesJaEn"
"carry ~","300898","rob ~","ChoicesJaEn"
"find ~","300898","rob ~","ChoicesJaEn"
"rub ~","300898","rob ~","Listening"
"rock ~","300898","rob ~","Listening"
"roll ~","300898","rob ~","Listening"
"drop ~","300898","rob ~","Listening"
"stampede","300899","stamp","Listening"
"flag","300901","statue","ChoicesJaEn"
"stayed","300901","statue","Listening"
"candle","300902","cancel","Listening"
"campus","300902","cancel","Listening"
"help A","300903","forgive A for B","ChoicesJaEn"
"believe A","300903","forgive A for B","ChoicesJaEn"
"invite A","300903","forgive A for B","ChoicesJaEn"
"choose A","300903","forgive A for B","ChoicesJaEn"
"thank A for B","300903","forgive A for B","Listening"
"ask A about B","300903","forgive A for B","Listening"
"line ~ up","300905","put ~ away","ChoicesJaEn"
"open ~","300905","put ~ away","ChoicesJaEn"
"show ~","300905","put ~ away","ChoicesJaEn"
"carry ~","300905","put ~ away","ChoicesJaEn"
"pull ~ away","300905","put ~ away","Listening"
"put ~ up","300905","put ~ away","Listening"
"push ~ away","300905","put ~ away","Listening"
"take ~ away","300905","put ~ away","Listening"
"geometry","300907","geography","Listening"
"science studies","300908","social studies","Listening"
"social science","300908","social studies","Listening"
"study hall","300908","social studies","Listening"
"science class","300908","social studies","Listening"
"toothpick","300909","topic","Listening"
"tonic","300909","topic","Listening"
"tropic","300909","topic","Listening"
"surely","300910","certainly","Synonym"
"open","300911","hang","ChoicesJaEn"
"add A to B","300913","subtract A from B","ChoicesJaEn"
"divide A by B","300913","subtract A from B","ChoicesJaEn"
"count A","300913","subtract A from B","ChoicesJaEn"
"add A to B","300913","subtract A from B","Listening"
"divide A by B","300913","subtract A from B","Listening"
"visit ~","300914","look after ~","ChoicesJaEn"
"help ~","300914","look after ~","ChoicesJaEn"
"run after ~","300914","look after ~","Listening"
"ask after ~","300914","look after ~","Listening"
"take care of","300914","look after ~","Synonym"
"rob","300916","steal","Synonym"
"explain ~","300917","discuss ~","ChoicesJaEn"
"choose ~","300917","discuss ~","ChoicesJaEn"
"practice ~","300917","discuss ~","ChoicesJaEn"
"invite ~","300917","discuss ~","ChoicesJaEn"
"discover ~","300917","discuss ~","Listening"
"describe ~","300917","discuss ~","Listening"
"dislike ~","300917","discuss ~","Listening"
"dismiss ~","300917","discuss ~","Listening"
"shout at ~","300918","chat with ~","ChoicesJaEn"
"answer ~","300918","chat with ~","ChoicesJaEn"
"move ~","300918","chat with ~","ChoicesJaEn"
"check with ~","300918","chat with ~","Listening"
"meet with ~","300918","chat with ~","Listening"
"collect ~","300919","communicate with ~","ChoicesJaEn"
"compare with ~","300919","communicate with ~","ChoicesJaEn"
"choose ~","300919","communicate with ~","ChoicesJaEn"
"count ~","300919","communicate with ~","ChoicesJaEn"
"compete with ~","300919","communicate with ~","Listening"
"compare with ~","300919","communicate with ~","Listening"
"connect with ~","300919","communicate with ~","Listening"
"cooperate with ~","300919","communicate with ~","Listening"
"share","300919","communicate with ~","Synonym"
"promise","300920","speech","ChoicesJaEn"
"speed","300920","speech","Listening"
"lip","300921","tongue","ChoicesJaEn"
"ton","300921","tongue","Listening"
"painter","300922","partner","Listening"
"promise","300923","report","ChoicesJaEn"
"explain B to A","300924","warn A about B","ChoicesJaEn"
"invite A","300924","warn A about B","ChoicesJaEn"
"practice with A","300924","warn A about B","ChoicesJaEn"
"repair A","300924","warn A about B","ChoicesJaEn"
"ask A about B","300924","warn A about B","Listening"
"teach A about B","300924","warn A about B","Listening"
"allow","300925","announce","Listening"
"cheerful","300926","honest","ChoicesJaEn"
"hottest","300926","honest","Listening"
"open","300926","honest","Listening"
"truthful","300926","honest","Synonym"
"dishonest","300926","honest","Antonym"
"smallest","300928","largest","ChoicesJaEn"
"longest","300928","largest","ChoicesJaEn"
"highest","300928","largest","ChoicesJaEn"
"newest","300928","largest","ChoicesJaEn"
"longest","300928","largest","Listening"
"hardest","300928","largest","Listening"
"latest","300928","largest","Listening"
"biggest","300928","largest","Synonym"
"smallest","300928","largest","Antonym"
"youngest","300929","oldest","ChoicesJaEn"
"tallest","300929","oldest","ChoicesJaEn"
"fastest","300929","oldest","ChoicesJaEn"
"strongest","300929","oldest","ChoicesJaEn"
"coldest","300929","oldest","Listening"
"boldest","300929","oldest","Listening"
"youngest","300929","oldest","Antonym"
"promise","300931","activity","ChoicesJaEn"
"choose ~","300932","wish for ~","ChoicesJaEn"
"count ~","300932","wish for ~","ChoicesJaEn"
"carry ~","300932","wish for ~","ChoicesJaEn"
"visit ~","300932","wish for ~","ChoicesJaEn"
"care for ~","300932","wish for ~","Listening"
"think about","300934","consider","Synonym"
"between","300935","believe","Listening"
"trust","300935","believe","Synonym"
"except","300937","expect","Listening"
"invite","300938","guess","ChoicesJaEn"
"lend A B","300940","show A B","ChoicesJaEn"
"send A B","300940","show A B","ChoicesJaEn"
"open A","300940","show A B","ChoicesJaEn"
"choose A","300940","show A B","ChoicesJaEn"
"send A B","300940","show A B","Listening"
"lend A B","300940","show A B","Listening"
"give A B","300940","show A B","Listening"
"tell A B","300940","show A B","Listening"
"runny nose","300941","cough","ChoicesJaEn"
"cop","300941","cough","Listening"
"near ~","300942","during ~","ChoicesJaEn"
"with ~","300942","during ~","ChoicesJaEn"
"around ~","300942","during ~","Listening"
"noon","300943","afternoon","ChoicesJaEn"
"after","300943","afternoon","Listening"
"africa","300943","afternoon","Listening"
"aftermath","300943","afternoon","Listening"
"about ~","300944","past ~","ChoicesJaEn"
"about ~","300944","past ~","Listening"
"promise","300945","deadline","ChoicesJaEn"
"redline","300945","deadline","Listening"
"bedtime","300945","deadline","Listening"
"headlight","300945","deadline","Listening"
"daytime","300945","deadline","Listening"
"past","300946","future","ChoicesJaEn"
"past","300946","future","Antonym"
"long ago","300947","in the future","ChoicesJaEn"
"in the room","300947","in the future","Listening"
"in the city","300947","in the future","Listening"
"enjoyment","300948","appointment","Listening"
"from ~","300949","until ~","ChoicesJaEn"
"under ~","300949","until ~","Listening"
"into ~","300949","until ~","Listening"
"around ~","300949","until ~","Listening"
"till","300949","until ~","Synonym"
"add A to B","300950","multiply A by B","ChoicesJaEn"
"divide A by B","300950","multiply A by B","ChoicesJaEn"
"count A","300950","multiply A by B","ChoicesJaEn"
"divide A by B","300950","multiply A by B","Listening"
"add A to B","300950","multiply A by B","Listening"
"sung","300951","sand","Listening"
"Adam","300952","atom","Listening"
"troubled","300953","bored","ChoicesJaEn"
"inside","300954","upstairs","ChoicesJaEn"
"uptown","300954","upstairs","Listening"
"inside","300955","downstairs","ChoicesJaEn"
"downward","300955","downstairs","Listening"
"aloud","300956","abroad","Listening"
"for a minute","300957","for example","Listening"
"for a while","300957","for example","Listening"
"from school","300957","for example","Listening"
"four apples","300957","for example","Listening"
