"no	grade	word	japanese	description	sentence	japanese_sentence	pos	difficulty	frequency	""[""""年"""",""""月"""",""""週"""",""""日"""",""""時間""""]""	""[""""year"""",""""month"""",""""week"""",""""day"""",""""hour""""]""	""[""""year"""",""""ear"""",""""near"""",""""dear"""",""""yard""""]""	[]	[]"
200697	2	honey	はちみつ	a sweet food made by bees	I put honey in my tea.	私はお茶にはちみつを入れます。	noun	2	3	""[""""はちみつ"""",""""さとう"""",""""しお"""",""""ジャム"""",""""バター""""]""	""[""""honey"""",""""sugar"""",""""salt"""",""""jam"""",""""butter""""]""	""[""""honey"""",""""money"""",""""sunny"""",""""happy"""",""""hurry""""]""	[]	[]"
200698	2	take a photo	写真を撮る	to make a picture with a camera	I take a photo of my dog.	私は自分の犬の写真を撮ります。	verb	2	3	""[""""写真を撮る"""",""""絵をかく"""",""""本を読む"""",""""歌を歌う"""",""""手紙を書く""""]""	""[""""take a photo"""",""""draw a picture"""",""""read a book"""",""""sing a song"""",""""write a letter""""]""	""[""""take a photo"""",""""take a bus"""",""""take a bath"""",""""make a cake"""",""""write a note""""]""	""[{""""word"""":""""take a picture"""",""""note"""":""""photo より picture のほうが少し広い言い方""""}]""	[]"
200699	2	go on a trip	旅行に行く	to travel to a place for fun	We go on a trip in summer.	私たちは夏に旅行に行きます。	verb	2	2	""[""""旅行に行く"""",""""買い物に行く"""",""""学校に行く"""",""""家に帰る"""",""""公園で遊ぶ""""]""	""[""""go on a trip"""",""""go shopping"""",""""go to school"""",""""go home"""",""""play in the park""""]""	""[""""go on a trip"""",""""go on a train"""",""""go to a park"""",""""go for a walk"""",""""go to bed""""]""	[]	[]"
200700	2	borrow	借りる	to get something from someone and use it for a time	Can I borrow your pen?	あなたのペンを借りてもいいですか。	verb	2	3	""[""""借りる"""",""""返す"""",""""買う"""",""""使う"""",""""見つける""""]""	""[""""borrow"""",""""return"""",""""buy"""",""""use"""",""""find""""]""	""[""""borrow"""",""""follow"""",""""bottle"""",""""yellow"""",""""tomorrow""""]""	[]	""[{""""word"""":""""lend"""",""""note"""":""""borrow は借りる、lend は貸す""""}]"""
200701	2	speak to	～に話しかける	to talk to someone	I want to speak to my teacher after class.	授業のあとで先生に話しかけたいです。	verb	2	3	""[""""～に話しかける"""",""""～を待つ"""",""""～を手伝う"""",""""～を訪ねる"""",""""～を呼ぶ""""]""	""[""""speak to"""",""""wait for"""",""""help"""",""""visit"""",""""call""""]""	""[""""speak to"""",""""speed up"""",""""stay up"""",""""spell out"""",""""speak up""""]""	""[{""""word"""":""""talk to"""",""""note"""":""""より一般的な言い方""""}]""	[]"
200702	2	tower	塔	a tall narrow building	We saw a tall tower in the city.	私たちはその町で高い塔を見ました。	noun	2	2	""[""""塔"""",""""橋"""",""""門"""",""""城"""",""""壁""""]""	""[""""tower"""",""""bridge"""",""""gate"""",""""castle"""",""""wall""""]""	""[""""tower"""",""""towel"""",""""town"""",""""tiger"""",""""flower""""]""	[]	[]"
200703	2	goal	目標	something you want to do or get	My goal is to be a teacher.	私の目標は先生になることです。	noun	2	3	""[""""目標"""",""""計画"""",""""夢"""",""""答え"""",""""約束""""]""	""[""""goal"""",""""plan"""",""""dream"""",""""answer"""",""""promise""""]""	""[""""goal"""",""""gold"""",""""goat"""",""""girl"""",""""game""""]""	""[{""""word"""":""""aim"""",""""note"""":""""少しかたいが、同じように「目標」""""}]""	[]"
200704	2	delicious	おいしい	very good to eat	This cake is delicious.	このケーキはおいしいです。	adjective	2	3	""[""""おいしい"""",""""あまい"""",""""からい"""",""""すっぱい"""",""""にがい""""]""	""[""""delicious"""",""""sweet"""",""""spicy"""",""""sour"""",""""bitter""""]""	""[""""delicious"""",""""dangerous"""",""""different"""",""""famous"""",""""nervous""""]""	""[{""""word"""":""""tasty"""",""""note"""":""""くだけた言い方で「おいしい」""""}]""	[]"
200705	2	volleyball	バレーボール	a game played with a ball over a net	We play volleyball after school.	私たちは放課後にバレーボールをします。	noun	2	2	""[""""バレーボール"""",""""バスケットボール"""",""""サッカー"""",""""テニス"""",""""野球""""]""	""[""""volleyball"""",""""basketball"""",""""soccer"""",""""tennis"""",""""baseball""""]""	""[""""volleyball"""",""""baseball"""",""""basketball"""",""""holiday"""",""""violin""""]""	[]	[]"
200706	2	tent	テント	a shelter made of cloth for camping	We slept in a tent by the lake.	私たちは湖のそばでテントに寝ました。	noun	2	3	""[""""テント"""",""""小屋"""",""""毛布"""",""""かばん"""",""""いす""""]""	""[""""tent"""",""""cabin"""",""""blanket"""",""""bag"""",""""chair""""]""	""[""""tent"""",""""ten"""",""""sent"""",""""test"""",""""text""""]""	[]	[]"
200707	2	try	試す	to do something to see if it works	Please try this cake.	このケーキを試してみてください。	verb	2	5	""[""""試す"""",""""選ぶ"""",""""運ぶ"""",""""待つ"""",""""集める""""]""	""[""""try"""",""""choose"""",""""carry"""",""""wait"""",""""collect""""]""	""[""""try"""",""""dry"""",""""tree"""",""""train"""",""""trip""""]""	""[{""""word"""":""""test"""",""""note"""":""""tryより少しかたい語""""}]""	[]"
200708	2	ending	終わり	the last part of something	I liked the ending of the movie.	私はその映画の終わりが好きでした。	noun	3	3	""[""""終わり"""",""""始まり"""",""""途中"""",""""場面"""",""""題名""""]""	""[""""ending"""",""""beginning"""",""""middle"""",""""scene"""",""""title""""]""	""[""""ending"""",""""engine"""",""""evening"""",""""entry"""",""""artist""""]""	""[{""""word"""":""""end"""",""""note"""":""""より短く基本的な語""""}]""	""[{""""word"""":""""beginning"""",""""note"""":""""始まり""""}]"""
200709	2	next month	来月	the month after this one	We will visit Kyoto next month.	私たちは来月京都を訪れます。	phrase	1	3	""[""""来月"""",""""先月"""",""""今月"""",""""来年"""",""""来週""""]""	""[""""next month"""",""""last month"""",""""this month"""",""""next year"""",""""next week""""]""	""[""""next month"""",""""next Monday"""",""""last month"""",""""this month"""",""""next week""""]""	[]	[]"
200710	2	last	最後の	coming after all the others	This is the last train today.	これは今日の最後の電車です。	adjective	2	5	""[""""最後の"""",""""最初の"""",""""新しい"""",""""古い"""",""""早い""""]""	""[""""last"""",""""first"""",""""new"""",""""old"""",""""early""""]""	""[""""last"""",""""fast"""",""""lost"""",""""list"""",""""least""""]""	[]	""[{""""word"""":""""first"""",""""note"""":""""順番で最初の""""}]"""
200711	2	game	試合	an activity or sport with rules	We watched a baseball game on TV.	私たちはテレビで野球の試合を見ました。	noun	1	5	""[""""試合"""",""""練習"""",""""宿題"""",""""授業"""",""""旅行""""]""	""[""""game"""",""""practice"""",""""homework"""",""""class"""",""""trip""""]""	""[""""game"""",""""gate"""",""""gave"""",""""name"""",""""came""""]""	""[{""""word"""":""""match"""",""""note"""":""""スポーツの試合でよく使う""""}]""	[]"
200712	2	book	本	something you read	I read a book after dinner.	私は夕食のあとに本を読みます。	noun	1	5	""[""""本"""",""""雑誌"""",""""新聞"""",""""ノート"""",""""辞書""""]""	""[""""book"""",""""magazine"""",""""newspaper"""",""""notebook"""",""""dictionary""""]""	""[""""book"""",""""cook"""",""""look"""",""""back"""",""""bike""""]""	[]	[]"
200713	2	plan	計画	something you decide to do	We made a plan for the trip.	私たちは旅行の計画を立てました。	noun	2	4	""[""""計画"""",""""約束"""",""""質問"""",""""答え"""",""""夢""""]""	""[""""plan"""",""""promise"""",""""question"""",""""answer"""",""""dream""""]""	""[""""plan"""",""""plant"""",""""play"""",""""plane"""",""""clap""""]""	""[{""""word"""":""""idea"""",""""note"""":""""考えという意味で近いが、planのほうがより具体的""""}]""	[]"
200714	2	have a good idea	よい考えがある	to think of a good answer or plan	I have a good idea for our class party.	私はクラスパーティーによい考えがあります。	verb	3	3	""[""""よい考えがある"""",""""手伝いが必要だ"""",""""時間がない"""",""""約束をする"""",""""気分が悪い""""]""	""[""""have a good idea"""",""""need help"""",""""have no time"""",""""make a promise"""",""""feel sick""""]""	""[""""have a good idea"""",""""have a big dinner"""",""""have a good teacher"""",""""have a new camera"""",""""have a blue jacket""""]""	""[{""""word"""":""""think of a good plan"""",""""note"""":""""より説明的な言い方""""}]""	[]"
200715	2	call	電話する	to speak to someone by phone	I will call my mother tonight.	今夜、母に電話します。	verb	2	5	""[""""電話する"""",""""会う"""",""""待つ"""",""""送る"""",""""使う""""]""	""[""""call"""",""""meet"""",""""wait"""",""""send"""",""""use""""]""	""[""""call"""",""""cold"""",""""card"""",""""care"""",""""cook""""]""	""[{""""word"""":""""phone"""",""""note"""":""""特に電話をかけるときによく使う""""}]""	[]"
200716	2	do	する	to perform an action	I do my homework after dinner.	私は夕食のあとに宿題をします。	verb	1	5	""[""""する"""",""""作る"""",""""行く"""",""""見る"""",""""書く""""]""	""[""""do"""",""""make"""",""""go"""",""""see"""",""""write""""]""	""[""""do"""",""""go"""",""""dog"""",""""day"""",""""door""""]""	[]	[]"
200717	2	draw	絵をかく	to make a picture with a pen or pencil	She likes to draw animals.	彼女は動物の絵をかくのが好きです。	verb	2	4	""[""""絵をかく"""",""""歌う"""",""""泳ぐ"""",""""読む"""",""""買う""""]""	""[""""draw"""",""""sing"""",""""swim"""",""""read"""",""""buy""""]""	""[""""draw"""",""""drop"""",""""dream"""",""""drive"""",""""dry""""]""	""[{""""word"""":""""paint"""",""""note"""":""""paint は絵の具などでえがく""""}]""	[]"
200718	2	enjoy	楽しむ	to like doing something	I enjoy music after dinner.	私は夕食のあとに音楽を楽しみます。	verb	2	4	""[""""楽しむ"""",""""集める"""",""""選ぶ"""",""""運ぶ"""",""""習う""""]""	""[""""enjoy"""",""""collect"""",""""choose"""",""""carry"""",""""learn""""]""	""[""""enjoy"""",""""employ"""",""""engine"""",""""entry"""",""""invite""""]""	""[{""""word"""":""""like"""",""""note"""":""""enjoy のほうが「楽しむ」気持ちが強い""""}]""	""[{""""word"""":""""hate"""",""""note"""":""""強い反対の気持ち""""}]"""
200719	2	love	大好きである	to like someone or something very much	I love this song.	私はこの歌が大好きです。	verb	2	5	""[""""大好きである"""",""""必要とする"""",""""覚えている"""",""""信じる"""",""""待つ""""]""	""[""""love"""",""""need"""",""""remember"""",""""believe"""",""""wait""""]""	""[""""love"""",""""live"""",""""leave"""",""""luck"""",""""lamp""""]""	""[{""""word"""":""""like"""",""""note"""":""""love のほうが気持ちが強い""""}]""	""[{""""word"""":""""hate"""",""""note"""":""""「大好き」の反対""""}]"""
200720	2	sell	売る	to give something for money	They sell fruit at the store.	彼らはその店で果物を売っています。	verb	2	4	""[""""売る"""",""""借りる"""",""""送る"""",""""洗う"""",""""建てる""""]""	""[""""sell"""",""""borrow"""",""""send"""",""""wash"""",""""build""""]""	""[""""sell"""",""""shell"""",""""self"""",""""send"""",""""sail""""]""	[]	""[{""""word"""":""""buy"""",""""note"""":""""お金を出して買う""""}]"""
200721	2	speak	話す	to say words with your voice	I can speak English.	私は英語を話せます。	verb	2	5	""[""""話す"""",""""聞く"""",""""書く"""",""""読む"""",""""歌う""""]""	""[""""speak"""",""""listen"""",""""write"""",""""read"""",""""sing""""]""	""[""""speak"""",""""स्पीक"""",""""sleep"""",""""snake"""",""""sport""""]""	""[{""""word"""":""""talk"""",""""note"""":""""ふつうの会話でよく使う""""}]""	[]"
200722	2	use	使う	to do something with a thing	I use this pen every day.	私はこのペンを毎日使います。	verb	2	5	""[""""使う"""",""""作る"""",""""開ける"""",""""見つける"""",""""運ぶ""""]""	""[""""use"""",""""make"""",""""open"""",""""find"""",""""carry""""]""	""[""""use"""",""""juice"""",""""news"""",""""bus"""",""""face""""]""	[]	[]"
200723	2	walk	歩く	to move on your feet	We walk to school.	私たちは学校まで歩いて行きます。	verb	2	5	""[""""歩く"""",""""走る"""",""""泳ぐ"""",""""座る"""",""""立つ""""]""	""[""""walk"""",""""run"""",""""swim"""",""""sit"""",""""stand""""]""	""[""""walk"""",""""work"""",""""wake"""",""""word"""",""""want""""]""	[]	""[{""""word"""":""""run"""",""""note"""":""""歩くより速く進む""""}]"""
200724	2	this weekend	今週末	on the coming Saturday and Sunday	We will visit my grandma this weekend.	私たちは今週末に祖母をたずねます。	adverb	2	3	""[""""今週末"""",""""昨日"""",""""今朝"""",""""来週"""",""""毎日""""]""	""[""""this weekend"""",""""yesterday"""",""""this morning"""",""""next week"""",""""every day""""]""	""[""""this weekend"""",""""this week"""",""""next weekend"""",""""this evening"""",""""last weekend""""]""	[]	[]"
200725	2	idea	考え	a thought or plan in your mind	That is a good idea.	それはよい考えです。	noun	2	4	""[""""考え"""",""""質問"""",""""答え"""",""""約束"""",""""夢""""]""	""[""""idea"""",""""question"""",""""answer"""",""""promise"""",""""dream""""]""	""[""""idea"""",""""India"""",""""idle"""",""""ice"""",""""item""""]""	""[{""""word"""":""""thought"""",""""note"""":""""より広く「考え」""""}]""	[]"
200726	2	all day long	一日中	from morning to night	It rained all day long.	一日中雨が降りました。	adverb	2	2	""[""""一日中"""",""""一晩中"""",""""すぐに"""",""""ときどき"""",""""毎週""""]""	""[""""all day long"""",""""all night"""",""""soon"""",""""sometimes"""",""""every week""""]""	""[""""all day long"""",""""all night long"""",""""all year long"""",""""all day"""",""""all week long""""]""	[]	[]"
200727	2	all year round	一年中	through every season of the year	This shop is open all year round.	この店は一年中開いています。	adverb	2	3	""[""""一年中"""",""""毎日"""",""""毎週"""",""""毎月"""",""""今すぐ""""]""	""[""""all year round"""",""""every day"""",""""every week"""",""""every month"""",""""right now""""]""	""[""""all year round"""",""""all day long"""",""""all night"""",""""around"""",""""year""""]""	""[{""""word"""":""""throughout the year"""",""""note"""":""""やや説明的な言い方""""}]""	[]"
