"no	grade	word	japanese	description	sentence	japanese_sentence	pos	difficulty	frequency	""[""""年"""",""""月"""",""""週"""",""""日"""",""""時間""""]""	""[""""year"""",""""month"""",""""week"""",""""day"""",""""hour""""]""	""[""""year"""",""""ear"""",""""near"""",""""dear"""",""""yard""""]""	[]	[]"
400957	4	principal	校長	the head of a school	The principal spoke to all the students.	校長は全生徒に話をした。	noun	4	3	""[""""校長"""",""""先生"""",""""生徒"""",""""医者"""",""""店長""""]""	""[""""principal"""",""""teacher"""",""""student"""",""""doctor"""",""""manager""""]""	""[""""principal"""",""""printable"""",""""practical"""",""""private"""",""""present""""]""	""[{""""word"""":""""headteacher"""",""""note"""":""""主に英式英語で使う""""}]""	[]"
400958	4	assignment	課題	a piece of work given to do	I finished my assignment last night.	私は昨夜、課題を終えました。	noun	4	3	""[""""課題"""",""""宿題"""",""""計画"""",""""約束"""",""""試験""""]""	""[""""assignment"""",""""homework"""",""""project"""",""""promise"""",""""exam""""]""	""[""""assignment"""",""""alignment"""",""""apartment"""",""""assistant"""",""""agreement""""]""	""[{""""word"""":""""homework"""",""""note"""":""""学校の宿題として使うことが多い""""}]""	[]"
400959	4	navy	海軍	the military force at sea	Her brother joined the navy last year.	彼女の兄は去年、海軍に入りました。	noun	4	2	""[""""海軍"""",""""陸軍"""",""""空軍"""",""""兵士"""",""""戦争""""]""	""[""""navy"""",""""army"""",""""air force"""",""""soldier"""",""""war""""]""	""[""""navy"""",""""heavy"""",""""maybe"""",""""name"""",""""rainy""""]""	[]	[]"
400960	4	tide	潮	the regular rise and fall of the sea	The tide was high in the morning.	朝は潮が満ちていました。	noun	4	2	""[""""潮"""",""""波"""",""""浜"""",""""港"""",""""海岸""""]""	""[""""tide"""",""""wave"""",""""beach"""",""""port"""",""""coast""""]""	""[""""tide"""",""""time"""",""""tile"""",""""tight"""",""""side""""]""	[]	[]"
400961	4	investigate	調査する	to try to find out the facts about something	The police will investigate the accident.	警察はその事故を調査するでしょう。	verb	4	3	""[""""調査する"""",""""説明する"""",""""発明する"""",""""選ぶ"""",""""運ぶ""""]""	""[""""investigate"""",""""explain"""",""""invent"""",""""choose"""",""""carry""""]""	""[""""investigate"""",""""invite"""",""""invent"""",""""integrate"""",""""indicate""""]""	""[{""""word"""":""""examine"""",""""note"""":""""より広く「調べる」""""},{""""word"""":""""check"""",""""note"""":""""より日常的な語""""}]""	[]"
400962	4	at this time of year	この時期に	during this season of the year	It often rains at this time of year.	この時期にはよく雨が降ります。	prepositional phrase	3	3	""[""""この時期に"""",""""昨日"""",""""毎週"""",""""すぐに"""",""""夜に""""]""	""[""""at this time of year"""",""""yesterday"""",""""every week"""",""""right away"""",""""at night""""]""	""[""""at this time of year"""",""""at this time of day"""",""""at that time of year"""",""""at this time"""",""""at the end of the year""""]""	[]	[]"
400963	4	code	暗号	a system of words, letters, or signs used to hide a message	They sent the message in code.	彼らはそのメッセージを暗号で送った。	noun	4	3	""[""""暗号"""",""""記号"""",""""合図"""",""""規則"""",""""番号""""]""	""[""""code"""",""""sign"""",""""signal"""",""""rule"""",""""number""""]""	""[""""code"""",""""cold"""",""""coat"""",""""card"""",""""cone""""]""	""[{""""word"""":""""cipher"""",""""note"""":""""ややかたい語""""}]""	[]"
400964	4	visual	視覚の	related to seeing	The class used visual materials.	その授業では視覚教材を使った。	adjective	4	2	""[""""視覚の"""",""""聴覚の"""",""""身体の"""",""""自然の"""",""""個人的な""""]""	""[""""visual"""",""""auditory"""",""""physical"""",""""natural"""",""""personal""""]""	""[""""visual"""",""""usual"""",""""visit"""",""""vision"""",""""virtual""""]""	""[{""""word"""":""""visible"""",""""note"""":""""visibleは『見える』の意味が中心""""}]""	""[{""""word"""":""""auditory"""",""""note"""":""""『聴覚の』""""}]"""
400965	4	export	輸出する	to send goods to another country for sale	Japan exports cars to many countries.	日本は多くの国に車を輸出する。	verb	4	3	""[""""輸出する"""",""""輸入する"""",""""生産する"""",""""販売する"""",""""運ぶ""""]""	""[""""export"""",""""import"""",""""produce"""",""""sell"""",""""carry""""]""	""[""""export"""",""""expert"""",""""report"""",""""support"""",""""airport""""]""	""[{""""word"""":""""ship"""",""""note"""":""""品物を送るという意味で近い""""}]""	""[{""""word"""":""""import"""",""""note"""":""""外国から入れる""""}]"""
400966	4	marketing	販売活動	the work of selling and promoting products	She works in marketing at a food company.	彼女は食品会社で販売活動の仕事をしている。	noun	4	3	""[""""販売活動"""",""""会計"""",""""製造"""",""""配達"""",""""研究""""]""	""[""""marketing"""",""""accounting"""",""""production"""",""""delivery"""",""""research""""]""	""[""""marketing"""",""""market"""",""""marking"""",""""meeting"""",""""making""""]""	""[{""""word"""":""""sales"""",""""note"""":""""売る活動という点で近い""""}]""	[]"
400967	4	transmit	送る	to send out a signal, message, or information	This radio can transmit news quickly.	このラジオはすばやくニュースを送ることができる。	verb	5	2	""[""""送る"""",""""受け取る"""",""""集める"""",""""記録する"""",""""調べる""""]""	""[""""transmit"""",""""receive"""",""""collect"""",""""record"""",""""check""""]""	""[""""transmit"""",""""translate"""",""""transport"""",""""traffic"""",""""transfer""""]""	""[{""""word"""":""""send"""",""""note"""":""""最も基本的な近い語""""}]""	""[{""""word"""":""""receive"""",""""note"""":""""受け取る""""}]"""
400968	4	broadcast	放送する	to send a program by TV or radio	They broadcast the game on TV.	彼らはその試合をテレビで放送した。	verb	4	3	""[""""放送する"""",""""録音する"""",""""説明する"""",""""印刷する"""",""""招待する""""]""	""[""""broadcast"""",""""record"""",""""explain"""",""""print"""",""""invite""""]""	""[""""broadcast"""",""""broad"""",""""brought"""",""""boat"""",""""breakfast""""]""	""[{""""word"""":""""air"""",""""note"""":""""放送するという意味で使う""""}]""	[]"
400969	4	outfit	服装	a set of clothes worn together	She bought a new outfit for the party.	彼女はパーティーのために新しい服装を買った。	noun	3	3	""[""""服装"""",""""制服"""",""""帽子"""",""""靴"""",""""手袋""""]""	""[""""outfit"""",""""uniform"""",""""hat"""",""""shoes"""",""""gloves""""]""	""[""""outfit"""",""""output"""",""""outside"""",""""often"""",""""office""""]""	""[{""""word"""":""""clothes"""",""""note"""":""""より広い意味の「服」""""}]""	[]"
400970	4	series	連続番組	a set of related shows, books, or events	This TV series is very popular.	このテレビの連続番組はとても人気があります。	noun	4	3	""[""""連続番組"""",""""映画"""",""""広告"""",""""記事"""",""""試合""""]""	""[""""series"""",""""movie"""",""""ad"""",""""article"""",""""game""""]""	""[""""series"""",""""serious"""",""""service"""",""""syrup"""",""""science""""]""	[]	[]"
400971	4	dozen	1ダース	a group of twelve	I bought a dozen eggs.	私は卵を1ダース買いました。	noun	4	3	""[""""1ダース"""",""""半ダース"""",""""100個"""",""""1組"""",""""1列""""]""	""[""""dozen"""",""""pair"""",""""hundred"""",""""group"""",""""set""""]""	""[""""dozen"""",""""dozing"""",""""doer"""",""""doorman"""",""""chosen""""]""	[]	[]"
400972	4	establish	設立する	to start something officially	They plan to establish a new club.	彼らは新しいクラブを設立する予定です。	verb	5	3	""[""""設立する"""",""""発見する"""",""""説明する"""",""""改善する"""",""""選ぶ""""]""	""[""""establish"""",""""discover"""",""""explain"""",""""improve"""",""""choose""""]""	""[""""establish"""",""""astonish"""",""""attach"""",""""escape"""",""""finish""""]""	""[{""""word"""":""""found"""",""""note"""":""""会社・学校などを作る""""}]""	[]"
400973	4	tremble	震える	to shake because of fear or cold	His hands began to tremble.	彼の手は震え始めました。	verb	4	2	""[""""震える"""",""""倒れる"""",""""滑る"""",""""曲がる"""",""""押す""""]""	""[""""tremble"""",""""fall"""",""""slide"""",""""bend"""",""""push""""]""	""[""""tremble"""",""""temple"""",""""travel"""",""""trouble"""",""""triangle""""]""	""[{""""word"""":""""shake"""",""""note"""":""""より基本的な語""""}]""	""[{""""word"""":""""calm"""",""""note"""":""""落ち着いた状態になる""""}]"""
400974	4	form	形	the shape or type of something	The cake was in the form of a star.	そのケーキは星の形をしていた。	noun	4	3	""[""""形"""",""""色"""",""""大きさ"""",""""重さ"""",""""材料""""]""	""[""""form"""",""""color"""",""""size"""",""""weight"""",""""material""""]""	""[""""form"""",""""farm"""",""""from"""",""""four"""",""""foam""""]""	""[{""""word"""":""""shape"""",""""note"""":""""より一般的な『形』""""}]""	[]"
400975	4	in common	共通して	shared by two or more people or things	They have many hobbies in common.	彼らには共通する趣味がたくさんある。	adverb	5	3	""[""""共通して"""",""""別々に"""",""""静かに"""",""""急いで"""",""""簡単に""""]""	""[""""in common"""",""""separately"""",""""quietly"""",""""quickly"""",""""easily""""]""	""[""""in common"""",""""uncommon"""",""""command"""",""""comment"""",""""common""""]""	""[{""""word"""":""""together"""",""""note"""":""""意味は近いが完全には同じでない""""}]""	[]"
400976	4	mutual	相互の	felt or done by two people for each other	They have mutual respect.	彼らはお互いに尊敬し合っている。	adjective	5	2	""[""""相互の"""",""""個人の"""",""""公式の"""",""""重要な"""",""""静かな""""]""	""[""""mutual"""",""""personal"""",""""official"""",""""important"""",""""quiet""""]""	""[""""mutual"""",""""usual"""",""""music"""",""""future"""",""""nature""""]""	""[{""""word"""":""""shared"""",""""note"""":""""共通のという意味で近い""""}]""	[]"
400977	4	keen	熱心な	very interested in something	She is keen on music.	彼女は音楽に熱心です。	adjective	4	3	""[""""熱心な"""",""""退屈した"""",""""有名な"""",""""静かな"""",""""危険な""""]""	""[""""keen"""",""""bored"""",""""famous"""",""""quiet"""",""""dangerous""""]""	""[""""keen"""",""""king"""",""""keep"""",""""kid"""",""""clean""""]""	""[{""""word"""":""""eager"""",""""note"""":""""〜したがっている気持ちが強い""""}]""	""[{""""word"""":""""bored"""",""""note"""":""""興味がなく退屈した""""}]"""
400978	4	needle	針	a thin metal tool used for sewing	I need a needle to fix my shirt.	シャツを直すのに針が必要です。	noun	4	3	""[""""針"""",""""糸"""",""""はさみ"""",""""布"""",""""ボタン""""]""	""[""""needle"""",""""thread"""",""""scissors"""",""""cloth"""",""""button""""]""	""[""""needle"""",""""noodle"""",""""middle"""",""""need"""",""""little""""]""	[]	[]"
400979	4	layer	層	one thickness or level of something	There was a layer of snow on the road.	道路には雪の層がありました。	noun	4	3	""[""""層"""",""""列"""",""""角"""",""""端"""",""""面""""]""	""[""""layer"""",""""row"""",""""corner"""",""""edge"""",""""surface""""]""	""[""""layer"""",""""later"""",""""player"""",""""lower"""",""""laser""""]""	[]	[]"
400980	4	vessel	船	a ship or large boat	The fishing vessel left the port early.	その漁船は早く港を出た。	noun	4	2	""[""""船"""",""""港"""",""""波"""",""""島"""",""""灯台""""]""	""[""""vessel"""",""""harbor"""",""""wave"""",""""island"""",""""lighthouse""""]""	""[""""vessel"""",""""lesson"""",""""visitor"""",""""castle"""",""""visual""""]""	""[{""""word"""":""""ship"""",""""note"""":""""より一般的な語""""}]""	[]"
400981	4	sail	航海する	to travel on water in a boat or ship	They will sail across the lake tomorrow.	彼らは明日その湖を船で渡る。	verb	3	3	""[""""航海する"""",""""泳ぐ"""",""""歩く"""",""""登る"""",""""飛ぶ""""]""	""[""""sail"""",""""swim"""",""""walk"""",""""climb"""",""""fly""""]""	""[""""sail"""",""""sale"""",""""soil"""",""""seal"""",""""tail""""]""	[]	[]"
400982	4	summary	要約	a short statement of the main points	Please write a short summary of the story.	その物語の短い要約を書いてください。	noun	4	3	""[""""要約"""",""""題名"""",""""場面"""",""""意見"""",""""質問""""]""	""[""""summary"""",""""title"""",""""scene"""",""""opinion"""",""""question""""]""	""[""""summary"""",""""summer"""",""""suddenly"""",""""salary"""",""""memory""""]""	""[{""""word"""":""""outline"""",""""note"""":""""要点を簡単に示したもの""""}]""	[]"
400983	4	brief	短い	lasting only a short time	We had a brief meeting after lunch.	私たちは昼食後に短い会議をしました。	adjective	4	3	""[""""短い"""",""""長い"""",""""静かな"""",""""重い"""",""""明るい""""]""	""[""""brief"""",""""long"""",""""quiet"""",""""heavy"""",""""bright""""]""	""[""""brief"""",""""brick"""",""""bring"""",""""bread"""",""""break""""]""	""[{""""word"""":""""short"""",""""note"""":""""より基本的な語""""}]""	""[{""""word"""":""""long"""",""""note"""":""""時間や長さが長い""""}]"""
400984	4	bullet	弾丸	a small metal object shot from a gun	The police found a bullet on the floor.	警察は床の上で弾丸を見つけました。	noun	4	2	""[""""弾丸"""",""""爆弾"""",""""刃"""",""""ロープ"""",""""鎖""""]""	""[""""bullet"""",""""bomb"""",""""blade"""",""""rope"""",""""chain""""]""	""[""""bullet"""",""""bucket"""",""""ballet"""",""""wallet"""",""""jacket""""]""	[]	[]"
400985	4	exhibit	展示する	to show something to people	The museum will exhibit old photos next week.	その博物館は来週、古い写真を展示します。	verb	5	2	""[""""展示する"""",""""収集する"""",""""修理する"""",""""運ぶ"""",""""隠す""""]""	""[""""exhibit"""",""""collect"""",""""repair"""",""""carry"""",""""hide""""]""	""[""""exhibit"""",""""exist"""",""""except"""",""""excite"""",""""examine""""]""	""[{""""word"""":""""show"""",""""note"""":""""より基本的で広い語""""}]""	""[{""""word"""":""""hide"""",""""note"""":""""見えないようにする""""}]"""
